Rewards,Length
333,157
286,138
328,143
318,166
311,131
315,151
304,139
315,144
308,147
329,146
317,15
307,156
337,18
301,136
310,144
323,168
331,188
338,172
354,17
346,165
332,165
310,156
360,165
345,172
346,167
338,166
359,185
257,145
333,172
317,147
357,166
289,158
303,161
327,156
333,171
336,165
310,149
319,144
284,143
296,15
342,174
292,153
320,171
304,147
305,15
316,145
303,147
324,154
296,169
354,171
322,157
345,166
301,144
370,161
307,18
332,176
344,164
342,161
363,167
299,161
364,183
351,159
336,164
357,15
348,172
312,16
300,193
299,176
316,16
293,17
348,189
336,175
294,141
329,177
300,14
304,157
304,131
338,173
281,135
297,149
297,143
315,145
316,145
335,166
328,183
310,161
349,171
339,168
312,149
334,148
312,156
305,166
280,134
352,154
328,171
328,16
332,162
311,151
325,184
328,152
326,169
321,191
330,161
343,168
333,163
311,161
341,147
302,146
335,16
337,158
324,147
330,165
329,149
331,18
315,145
329,183
320,138
322,159
335,168
336,161
340,171
325,178
334,167
366,169
364,165
381,178
346,152
278,133
344,157
316,164
322,154
319,152
344,153
370,183
311,165
256,139
313,171
306,146
311,166
316,148
283,15
310,148
324,161
315,162
322,144
295,159
361,183
312,154
326,153
345,167
354,183
310,157
281,158
312,17
318,164
309,18
315,123
311,167
308,133
307,153
288,137
332,168
297,149
341,185
351,17
340,157
340,163
348,168
347,189
293,146
326,165
338,179
295,147
291,149
319,151
308,15
348,183
326,157
302,138
347,159
295,157
309,161
283,17
374,199
304,134
300,126
293,131
312,152
311,15
307,16
