Rewards,Length
303,157
295,131
349,173
292,135
314,149
313,143
310,145
323,145
376,166
345,183
307,161
354,171
347,168
316,149
331,148
316,156
319,166
297,134
345,154
319,171
328,160
331,162
310,151
355,184
327,152
343,169
338,191
330,161
345,168
347,163
303,161
340,147
321,146
347,160
330,158
339,147
334,165
319,149
315,180
310,145
343,183
336,138
329,159
346,168
338,161
348,171
347,178
324,167
356,169
347,165
373,178
341,152
287,133
350,157
313,164
328,154
336,152
345,153
373,183
339,165
260,139
338,171
292,146
329,166
309,148
287,150
303,148
361,161
339,162
324,144
289,159
367,183
317,154
339,153
343,167
351,183
329,157
309,158
325,170
309,164
348,180
318,123
336,167
328,133
320,153
298,137
356,168
309,149
356,185
321,170
338,157
340,163
350,168
324,189
311,146
326,165
352,179
303,147
326,149
331,151
323,150
358,183
348,157
323,138
331,159
295,157
336,161
330,170
378,199
338,134
312,126
262,131
319,152
336,150
298,160
