Rewards,Length
324,194
320,170
383,170
294,134
299,147
370,167
296,129
329,165
338,166
303,134
349,157
330,165
313,163
337,171
343,188
271,156
274,150
335,170
308,163
337,164
312,167
285,151
375,191
323,165
359,170
330,175
271,143
337,182
305,145
339,174
295,137
323,182
306,174
304,133
298,153
315,193
280,133
303,158
342,168
310,147
286,149
332,172
322,153
357,173
321,144
326,164
311,163
312,140
325,149
335,177
355,173
341,161
290,157
332,165
332,156
289,149
345,186
339,162
305,151
328,170
349,170
315,149
300,163
329,192
315,148
310,158
299,142
315,154
302,157
346,171
337,165
279,145
329,149
309,156
315,128
323,156
344,162
316,167
326,154
310,160
336,164
338,169
328,161
337,169
334,163
340,157
312,168
291,154
347,181
358,168
321,147
330,151
281,143
303,159
319,154
349,163
320,159
299,138
285,151
327,158
300,151
335,167
331,179
317,171
301,143
347,174
316,161
333,161
289,159
296,168
310,170
340,148
321,173
300,150
280,143
331,160
319,142
348,155
324,139
308,164
333,148
320,145
327,173
307,150
328,175
323,159
298,146
315,163
330,164
309,171
352,179
283,145
361,180
336,162
271,162
307,159
340,187
321,163
323,177
350,192
362,167
327,156
294,159
331,157
269,116
345,168
312,149
302,148
297,141
316,165
332,147
365,161
324,169
325,170
285,165
309,153
333,179
343,166
365,159
318,160
328,180
334,142
330,164
327,193
338,175
349,176
325,163
326,173
320,157
289,138
312,143
308,166
306,131
329,151
336,139
330,144
284,147
329,146
307,150
309,156
341,180
313,136
306,144
341,168
333,188
357,172
335,170
336,165
337,165
300,156
360,165
321,172
358,167
339,166
353,185
289,145
346,172
336,147
341,166
295,158
318,161
325,156
336,171
345,165
334,149
321,144
284,143
298,150
317,174
276,153
318,171
298,147
313,150
303,145
303,147
334,154
302,169
354,171
311,157
324,166
300,144
350,161
316,180
339,176
329,164
331,161
353,167
306,161
355,183
345,159
345,164
350,150
350,172
326,160
338,193
304,176
335,160
302,170
372,189
333,175
298,141
316,177
304,140
301,157
311,131
339,173
296,135
306,149
296,143
301,145
329,145
354,166
322,183
308,161
357,171
353,168
307,149
323,148
324,156
311,166
280,134
337,154
333,171
313,160
326,162
316,151
338,184
326,152
351,169
329,191
321,161
318,168
337,163
303,161
339,147
300,146
334,160
314,158
331,147
301,165
322,149
338,180
321,145
343,183
309,138
323,159
335,168
340,161
344,171
346,178
340,167
360,169
335,165
392,178
339,152
282,133
333,157
287,164
331,154
332,152
331,153
377,183
320,165
257,139
297,171
322,146
325,166
304,148
281,150
304,148
337,161
314,162
333,144
290,159
361,183
300,154
307,153
312,167
333,183
330,157
295,158
319,170
322,164
332,180
284,123
312,167
310,133
318,153
295,137
358,168
305,149
365,185
352,170
315,157
344,163
325,168
340,189
297,146
337,165
353,179
289,147
312,149
337,151
310,150
351,183
323,157
321,138
322,159
285,157
332,161
304,170
364,199
289,134
326,126
279,131
318,152
324,150
310,160
