Wall time,Step,Value
1683456488.7176478,245760,42.05177688598633
1683456528.1890602,327680,74.28004455566406
1683456567.668093,409600,114.6735610961914
1683456695.868117,655360,114.63731384277344
1683456775.99156,819200,134.54714965820312
1683456813.273262,901120,134.7271728515625
1683456848.7715359,983040,148.3721160888672
1683456970.163019,1228800,147.357421875
1683457012.58863,1310720,168.7082061767578
1683457052.80785,1392640,181.373291015625
1683457136.28031,1556480,172.88157653808594
1683457176.4538162,1638400,146.86691284179688
1683457215.38781,1720320,187.99513244628906
1683457292.583894,1884160,179.00767517089844
1683457331.166341,1966080,171.7831573486328
1683457450.021343,2211840,142.8148956298828
1683457492.421696,2293760,156.6890869140625
1683457539.320766,2375680,175.86358642578125
1683457577.6624482,2457600,170.29371643066406
1683457614.836958,2539520,184.00929260253906
1683457652.274883,2621440,165.13632202148438
1683457689.1760268,2703360,136.9979705810547
1683457726.509163,2785280,161.7523193359375
1683457764.2466109,2867200,166.50039672851562
1683457838.908659,3031040,169.73004150390625
1683457876.423153,3112960,183.1665496826172
1683457913.68451,3194880,177.9056396484375
1683457950.4077718,3276800,173.23428344726562
1683457987.519082,3358720,180.917236328125
1683458062.793345,3522560,186.32601928710938
1683458100.0117528,3604480,189.65481567382812
1683458249.565823,3932160,186.87890625
1683458287.1968908,4014080,181.7586669921875
1683458324.493286,4096000,177.0087127685547
1683458361.19446,4177920,155.52984619140625
1683458399.1670132,4259840,198.00889587402344
1683458437.491741,4341760,166.97308349609375
1683458475.025586,4423680,186.28372192382812
1683458512.394589,4505600,177.53338623046875
1683458549.3788302,4587520,174.58201599121094
1683458623.9269261,4751360,173.1644287109375
1683458735.242346,4997120,186.08433532714844
1683458771.6316302,5079040,150.87350463867188
1683458809.7735848,5160960,173.05096435546875
1683458846.4431732,5242880,186.01821899414062
1683458920.890007,5406720,185.41616821289062
1683458958.734675,5488640,181.50119018554688
1683458995.822268,5570560,161.6663055419922
1683459033.8601532,5652480,178.84649658203125
1683459107.689037,5816320,180.08648681640625
1683459144.563375,5898240,154.89639282226562
1683459220.337813,6062080,178.3597869873047
1683459294.3318279,6225920,143.9238739013672
1683459376.6484091,6389760,174.30282592773438
1683459414.628644,6471680,147.26385498046875
1683459453.1469262,6553600,162.54647827148438
1683459492.621208,6635520,179.39268493652344
1683459532.411191,6717440,184.87940979003906
1683459570.7168782,6799360,149.139892578125
1683459611.925428,6881280,177.09715270996094
1683459696.746455,7045120,170.6605682373047
1683459732.998369,7127040,179.02699279785156
1683459768.242249,7208960,183.1646728515625
1683459847.596521,7372800,190.09425354003906
1683459887.889771,7454720,163.09317016601562
1683459963.330425,7618560,189.45770263671875
1683460035.61888,7782400,173.54476928710938
1683460072.682325,7864320,189.30609130859375
1683460107.704789,7946240,176.96966552734375
1683460213.888618,8192000,187.1104736328125
1683460248.900866,8273920,177.12783813476562
1683460362.8627598,8519680,178.2950439453125
1683460396.09277,8601600,190.34552001953125
1683460474.342048,8765440,181.44715881347656
1683460515.257927,8847360,186.6758270263672
1683460551.558099,8929280,178.23292541503906
1683460591.541481,9011200,180.37301635742188
1683460647.812704,9093120,179.69052124023438
1683460689.961257,9175040,171.26412963867188
1683460731.563358,9256960,182.15234375
1683460821.334789,9420800,188.91305541992188
1683460862.4758139,9502720,168.1072998046875
1683460901.264548,9584640,167.4391632080078
1683460936.878495,9666560,190.2407684326172
1683461014.623111,9830400,189.8224334716797
1683461050.943895,9912320,161.92770385742188
1683461085.6040928,9994240,191.1443634033203
1683461215.677737,10321920,175.31491088867188
1683461247.825309,10403840,190.64297485351562
1683461284.289556,10485760,179.04183959960938
1683461321.157225,10567680,192.7029266357422
1683461360.4819221,10649600,176.3977508544922
1683461395.349792,10731520,175.16546630859375
1683461427.409151,10813440,168.35519409179688
1683461463.208867,10895360,153.04737854003906
1683461534.0084102,11059200,155.1162567138672
1683461598.274513,11223040,190.95216369628906
1683461630.269249,11304960,177.44371032714844
1683461662.407424,11386880,187.3118896484375
1683461694.402459,11468800,190.96485900878906
1683461726.428859,11550720,176.79278564453125
1683461758.279746,11632640,172.4237060546875
1683461823.38897,11796480,185.69216918945312
1683461855.311151,11878400,172.13577270507812
1683461887.196747,11960320,187.81396484375
1683461919.1642208,12042240,184.87396240234375
1683461951.2767732,12124160,186.8231201171875
1683461983.249398,12206080,193.14353942871094
1683462047.254551,12369920,191.7310028076172
1683462174.621908,12697600,166.41363525390625
1683462238.800842,12861440,187.343994140625
1683462270.721631,12943360,177.09495544433594
1683462303.303958,13025280,171.03114318847656
1683462335.821784,13107200,189.6085968017578
1683462367.856305,13189120,160.42364501953125
1683462400.043114,13271040,173.9133758544922
1683462432.078984,13352960,196.9792938232422
1683462464.378857,13434880,191.89283752441406
1683462496.301826,13516800,149.51571655273438
1683462560.2374852,13680640,192.47286987304688
1683462624.595256,13844480,179.96435546875
1683462656.36264,13926400,180.90167236328125
1683462688.522397,14008320,188.80203247070312
1683462720.6670022,14090240,190.69235229492188
1683462752.90131,14172160,173.8173370361328
1683462816.692516,14336000,149.1510772705078
1683462848.8602471,14417920,160.94285583496094
