Wall time,Step,Value
1685311179.3910248,81920,-766.6963500976562
1685311288.4009778,245760,-140.8826446533203
1685311341.738333,327680,-88.95784759521484
1685311396.68867,409600,-130.13609313964844
1685311545.3885849,655360,-58.31999588012695
1685311659.3214579,819200,-53.81623840332031
1685311701.713634,901120,-2.7868921756744385
1685311743.492339,983040,-52.37144470214844
1685311869.548962,1228800,-91.19037628173828
1685311914.463861,1310720,1.4086663722991943
1685311979.1857831,1392640,-24.741199493408203
1685312088.259337,1556480,18.249893188476562
1685312133.7500741,1638400,24.0083065032959
1685312180.914412,1720320,18.053380966186523
1685312282.904335,1884160,-9.004607200622559
1685312332.180612,1966080,-4.331019401550293
1685312472.8050518,2211840,14.048765182495117
1685312515.498247,2293760,32.174888610839844
1685312568.934104,2375680,15.392130851745605
1685312620.213377,2457600,2.0442049503326416
1685312667.20946,2539520,-9.02656364440918
1685312710.301934,2621440,18.032175064086914
1685312760.003208,2703360,38.528133392333984
1685312810.73652,2785280,34.587860107421875
1685312853.0987442,2867200,23.392696380615234
1685312950.251385,3031040,26.155858993530273
1685313015.675822,3112960,54.88125991821289
1685313058.617045,3194880,-8.410534858703613
1685313103.272029,3276800,4.540816783905029
1685313146.5837069,3358720,14.762617111206055
1685313249.2641659,3522560,11.745366096496582
1685313300.995719,3604480,36.024051666259766
1685313468.009303,3932160,46.40352249145508
1685313509.6070259,4014080,32.97146987915039
1685313557.904174,4096000,43.19512176513672
1685313605.711348,4177920,73.13706970214844
1685313652.170235,4259840,75.56942749023438
1685313698.429825,4341760,38.07469940185547
1685313744.765142,4423680,25.64950180053711
1685313788.98095,4505600,75.63787841796875
1685313833.2807171,4587520,55.89795684814453
1685313922.123001,4751360,69.5574951171875
1685314058.923182,4997120,79.68690490722656
1685314106.0312169,5079040,56.200531005859375
1685314154.323127,5160960,49.64734649658203
1685314198.245579,5242880,52.17585372924805
1685314286.8259661,5406720,28.74669647216797
1685314331.0268521,5488640,67.06777954101562
1685314376.932724,5570560,56.330081939697266
1685314421.47755,5652480,35.878536224365234
1685314508.511756,5816320,73.92951965332031
1685314551.635993,5898240,105.22515869140625
1685314637.313337,6062080,56.619285583496094
1685314726.305357,6225920,49.4384765625
1685314836.626247,6389760,33.575374603271484
1685314883.045835,6471680,74.70167541503906
1685314924.679072,6553600,65.94222259521484
1685314966.5082712,6635520,80.0205307006836
1685315008.57127,6717440,65.13473510742188
1685315050.6495621,6799360,47.37382888793945
1685315096.298857,6881280,57.82594680786133
1685315182.577127,7045120,55.25116729736328
1685315226.4240682,7127040,78.14911651611328
1685315268.860456,7208960,20.954172134399414
1685315353.3837261,7372800,51.89866256713867
1685315396.22191,7454720,67.02851867675781
1685315489.049698,7618560,65.34488677978516
1685315574.514146,7782400,51.505577087402344
1685315617.344117,7864320,56.7514762878418
1685315660.131476,7946240,71.43307495117188
1685315789.063228,8192000,88.36931610107422
1685315832.187863,8273920,86.74515533447266
1685315997.541406,8519680,81.51001739501953
1685316044.798458,8601600,49.573760986328125
1685316130.43067,8765440,62.958404541015625
1685316173.232826,8847360,76.73339080810547
1685316215.5748281,8929280,83.3509750366211
1685316258.1013381,9011200,84.34532928466797
1685316300.323689,9093120,87.37469482421875
1685316343.046145,9175040,55.069305419921875
1685316385.847391,9256960,20.867929458618164
1685316472.4014652,9420800,90.34609985351562
1685316515.8068092,9502720,56.296146392822266
1685316558.891,9584640,61.828330993652344
1685316602.007374,9666560,67.9189682006836
1685316688.4596539,9830400,86.52422332763672
1685316728.99506,9912320,89.2989273071289
1685316769.3035982,9994240,90.21831512451172
1685316931.045328,10321920,72.75468444824219
1685316970.898732,10403840,95.91942596435547
1685317012.572356,10485760,49.59347915649414
1685317059.068928,10567680,82.80364990234375
1685317103.802293,10649600,82.75331115722656
1685317148.6335208,10731520,89.27347564697266
1685317193.264092,10813440,60.616615295410156
1685317238.279433,10895360,60.29690933227539
1685317327.69228,11059200,88.7221450805664
1685317415.7062001,11223040,66.82233428955078
1685317457.6330729,11304960,75.50846099853516
1685317499.9952378,11386880,88.52007293701172
1685317541.288786,11468800,74.77935028076172
1685317582.354982,11550720,100.81034851074219
1685317623.1867578,11632640,90.94336700439453
1685317706.034143,11796480,84.06419372558594
1685317747.0748742,11878400,84.79146575927734
1685317788.295397,11960320,105.84388732910156
1685317829.229841,12042240,94.35668182373047
1685317870.71569,12124160,78.40272521972656
1685317912.062289,12206080,48.179039001464844
1685317993.935244,12369920,96.70088195800781
1685318162.4690151,12697600,35.740535736083984
1685318244.555145,12861440,83.5361557006836
1685318285.535923,12943360,81.43692016601562
1685318327.282797,13025280,108.32537841796875
1685318368.431921,13107200,94.50381469726562
1685318409.320058,13189120,102.95269775390625
1685318450.550789,13271040,92.27392578125
1685318491.954439,13352960,34.638519287109375
1685318533.538435,13434880,88.7300796508789
1685318574.822335,13516800,103.89579772949219
1685318657.0098271,13680640,99.72225952148438
1685318741.829386,13844480,89.97188568115234
1685318783.079146,13926400,81.16920471191406
1685318824.940675,14008320,107.6642837524414
1685318866.2217731,14090240,103.19386291503906
1685318908.809366,14172160,86.56233215332031
1685318992.492844,14336000,93.44821166992188
1685319034.3124428,14417920,94.02542877197266
1685319076.405545,14499840,48.54863357543945
1685319118.82002,14581760,49.90584945678711
1685319161.062717,14663680,89.14258575439453
1685319245.026062,14827520,85.57059478759766
1685319290.471241,14909440,92.61653137207031
1685319332.7110279,14991360,83.14307403564453
